Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-09-26 00:00:00,14.07690565947402,14.07690565947402,13.75770143846402,13.802391052246094,1098000,0.0,0.0
2016-09-27 00:00:00,13.815159087897129,13.83431178061634,13.47041914262411,13.489570617675781,1073400,0.0,0.0
2016-09-28 00:00:00,13.51551101459391,13.742499209230692,13.48956894115604,13.671159744262695,824900,0.33,0.0
2016-09-29 00:00:00,13.599824132475106,13.781414987031125,13.534971404478274,13.547941207885742,621500,0.0,0.0
2016-09-30 00:00:00,13.677645738354649,13.742499687218912,13.346891712434473,13.638733863830566,1363000,0.0,0.0
2016-10-03 00:00:00,13.560907526580689,13.606304915166398,13.450656195592794,13.509024620056152,614000,0.0,0.0
2016-10-04 00:00:00,13.502541749062058,13.81383924923387,13.502541749062058,13.68413257598877,1635000,0.0,0.0
2016-10-05 00:00:00,13.742502315801408,13.891665560829923,13.46363114823462,13.496057510375977,829000,0.0,0.0
2016-10-06 00:00:00,13.450654884941649,13.690614077351944,13.366345633924269,13.651700973510742,726400,0.0,0.0
2016-10-07 00:00:00,13.651702955581014,13.859235828574306,13.398773928820543,13.489568710327148,719400,0.0,0.0
2016-10-10 00:00:00,13.50254122253736,13.74898599496979,13.476600383694413,13.690617561340332,1181400,0.0,0.0
2016-10-11 00:00:00,13.573884735075886,13.69710715797586,13.307984563598371,13.431205749511719,537600,0.0,0.0
2016-10-12 00:00:00,13.444172823730732,13.658190001930995,13.424717503794694,13.567395210266113,604000,0.0,0.0
2016-10-13 00:00:00,13.483086354817413,13.580366668466791,13.418232400055729,13.573881149291992,653100,0.0,0.0
2016-10-14 00:00:00,13.645221747244689,13.664677069385403,13.392291426537778,13.437688827514648,495300,0.0,0.0
2016-10-17 00:00:00,13.483084498902624,13.534967408173152,13.07450550603435,13.262581825256348,939400,0.0,0.0
2016-10-18 00:00:00,13.37283203725697,13.593333455370187,13.353375484047262,13.502538681030273,794000,0.0,0.0
2016-10-19 00:00:00,13.58685326996857,13.73601651191236,13.541454632128529,13.645221710205078,506200,0.0,0.0
2016-10-20 00:00:00,13.6322467623185,13.690615185820189,13.301492774804279,13.534966468811035,768800,0.0,0.0
2016-10-21 00:00:00,13.40525874704387,13.521995595448413,13.26258106398613,13.483083724975586,520200,0.0,0.0
2016-10-24 00:00:00,13.541453134369712,13.781412388466377,13.489570219563172,13.567395210266113,911900,0.0,0.0
2016-10-25 00:00:00,13.554422655825919,13.586850247068366,13.4247160018145,13.489568710327148,392000,0.0,0.0
2016-10-26 00:00:00,13.405262512405955,13.424719071600489,13.113420309419958,13.165303230285645,708400,0.0,0.0
2016-10-27 00:00:00,13.22367129554166,13.22367129554166,12.795636901302482,12.821578979492188,874400,0.0,0.0
2016-10-28 00:00:00,12.854004111421963,12.91885806370993,12.62701589690721,12.678898811340332,807700,0.0,0.0
2016-10-31 00:00:00,12.756723880186199,12.879946266594933,12.678898889563245,12.78915023803711,1322300,0.0,0.0
2016-11-01 00:00:00,12.763211549983533,12.828065513600674,12.445428488944664,12.5491943359375,772700,0.0,0.0
2016-11-02 00:00:00,12.536220495312065,12.828062647900447,12.48433758340593,12.575132369995117,1184000,0.0,0.0
2016-11-03 00:00:00,12.756723698063157,12.756723698063157,12.328689348213452,12.41948413848877,1298700,0.0,0.0
2016-11-04 00:00:00,12.400029086909669,12.711326577714194,12.270321180581313,12.627016067504883,1132800,0.0,0.0
2016-11-07 00:00:00,12.730785368296159,12.996686772454954,12.717815563716659,12.815095901489258,954600,0.0,0.0
2016-11-08 00:00:00,12.763210316904553,13.100449905543122,12.652958960502957,13.06153678894043,687800,0.0,0.0
2016-11-09 00:00:00,12.866976648901009,13.483087411963965,12.672416006347653,13.411747932434082,1432600,0.0,0.0
2016-11-10 00:00:00,13.52848190978836,13.62576221019041,13.295008199234532,13.599820137023926,1326500,0.0,0.0
2016-11-11 00:00:00,13.593334341940515,14.105679143670857,13.496054043519317,14.060281753540039,1639300,0.0,0.0
2016-11-14 00:00:00,14.196475539909857,14.669908523559569,14.086224192619683,14.66990852355957,1540000,0.0,0.0
2016-11-15 00:00:00,14.60505530028941,14.6439671786315,14.027856459447898,14.339155197143555,888800,0.0,0.0
2016-11-16 00:00:00,14.326181523422521,14.442918373961547,14.228901226968695,14.313210487365723,885600,0.0,0.0
2016-11-17 00:00:00,14.35212453691338,14.46237588615794,14.09919548034668,14.09919548034668,795000,0.0,0.0
2016-11-18 00:00:00,14.13810442695596,14.151075462292924,13.982455713870424,14.073251724243164,1104600,0.0,0.0
2016-11-21 00:00:00,14.105682190158946,14.306728348582038,13.963004470791972,14.008401870727539,863200,0.0,0.0
2016-11-22 00:00:00,14.105681909307268,14.222418785095215,14.053798990844443,14.222418785095215,1052100,0.0,0.0
2016-11-23 00:00:00,14.11864989445807,14.313210487365723,13.988942007862246,14.313210487365723,602400,0.0,0.0
2016-11-25 00:00:00,14.30672437471873,14.488315161008359,14.280783540669372,14.481829643249512,229300,0.0,0.0
2016-11-28 00:00:00,14.423465613668645,14.514260415975755,14.332670811361536,14.436436653137207,773000,0.0,0.0
2016-11-29 00:00:00,14.358607850305308,14.708818401281574,14.358607850305308,14.624507904052734,617100,0.0,0.0
2016-11-30 00:00:00,14.611539226171972,14.832041907709266,14.481831329860796,14.780158996582031,1610300,0.0,0.0
2016-12-01 00:00:00,14.7736768693009,14.9422966784169,14.6050570601849,14.922840118408203,1323100,0.0,0.0
2016-12-02 00:00:00,14.961750719718435,15.007148118863233,14.579113731231768,14.605055809020996,800100,0.0,0.0
2016-12-05 00:00:00,14.741245321748385,15.175765149691482,14.71530448566991,15.16279411315918,770100,0.0,0.0
2016-12-06 00:00:00,15.240615588529675,15.467603727670902,15.065510346593369,15.428691864013672,1167300,0.0,0.0
2016-12-07 00:00:00,15.415726708941056,15.817819006362496,15.409241189694088,15.79836368560791,1410300,0.0,0.0
2016-12-08 00:00:00,15.68162276206016,16.06425963987942,15.610283305759147,16.051288604736328,1234600,0.0,0.0
2016-12-09 00:00:00,16.0058912187215,16.083714955608066,15.921580727277394,16.051288604736328,741000,0.0,0.0
2016-12-12 00:00:00,16.018864689488975,16.27827924686412,15.88267127375066,16.0448055267334,923800,0.0,0.0
