Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-09-26 00:00:00,5.232572736541714,5.235325336456298,5.213305062144374,5.235325336456299,37200,0.0,0.0
2016-09-27 00:00:00,5.235323316394146,5.257343582209497,5.224312920984195,5.240828514099121,62500,0.0,0.0
2016-09-28 00:00:00,5.240831307641761,5.262851585194674,5.238078707322043,5.246335983276367,43900,0.0,0.0
2016-09-29 00:00:00,5.2463363994474,5.268356678747095,5.207801041924151,5.224316120147705,73400,0.0,0.0
2016-09-30 00:00:00,5.251841133294026,5.279366611221061,5.2298208559533625,5.260098934173584,84400,0.0,0.0
2016-10-03 00:00:00,5.254593676473555,5.317901907514244,5.240831200162037,5.315149307250977,84000,0.0,0.0
2016-10-04 00:00:00,5.315145786916726,5.328908779117539,5.26560006500274,5.3123931884765625,76200,0.0,0.0
2016-10-05 00:00:00,5.350929484943827,5.356434157275728,5.312393628593434,5.339919090270996,122100,0.0,0.0
2016-10-06 00:00:00,5.339920225606173,5.367445693136001,5.328910353597018,5.342672824859619,74700,0.0,0.0
2016-10-07 00:00:00,5.356435843059072,5.3894665124684975,5.326158298188834,5.364693641662598,75700,0.0,0.0
2016-10-10 00:00:00,5.381210094031786,5.422498572634362,5.378458018796108,5.405982971191406,60300,0.0,0.0
2016-10-11 00:00:00,5.414239749474087,5.416992349194771,5.367446604231876,5.3839616775512695,83700,0.0,0.0
2016-10-12 00:00:00,5.387296187865359,5.423415542208894,5.340063552910037,5.403966903686523,99100,0.182,0.0
2016-10-13 00:00:00,5.3845157936386325,5.406742876783052,5.342840078984779,5.37062406539917,94500,0.0,0.0
2016-10-14 00:00:00,5.378961640449421,5.392853374422643,5.367847829322297,5.381740093231201,29600,0.0,0.0
2016-10-17 00:00:00,5.40674482638773,5.4317503701838215,5.39007464050222,5.403966903686523,51600,0.0,0.0
2016-10-18 00:00:00,5.412301264599631,5.423415074187993,5.378960895705764,5.387295722961426,54200,0.0,0.0
2016-10-19 00:00:00,5.4067427244603925,5.4595322441669625,5.403964802839132,5.4289703369140625,67500,0.0,0.0
2016-10-20 00:00:00,5.4456426333681245,5.453977461343052,5.398409998412802,5.403966903686523,36100,0.0,0.0
2016-10-21 00:00:00,5.398411652601086,5.44286584854126,5.39285474562461,5.44286584854126,54000,0.0,0.0
2016-10-24 00:00:00,5.403967664900084,5.426194759190268,5.395632305815367,5.412302494049072,49000,0.0,0.0
2016-10-25 00:00:00,5.428968244731007,5.442859967225595,5.401184269806588,5.437303066253662,63300,0.0,0.0
2016-10-26 00:00:00,5.434530375155848,5.437308828586354,5.4039684472918905,5.423417091369629,45600,0.0,0.0
2016-10-27 00:00:00,5.440086802520893,5.473427710812453,5.423416613342993,5.453978538513184,83000,0.0,0.0
